cell_id,cluster_id,task_id,world_seed,arm,law_normalized_mae,selected_rank,normalized_regret,top1_selected
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed0--opaque,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed0,electrochemical-conversion,0,opaque,0.13921686407377318,1,0.0,True
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed0--aligned_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed0,electrochemical-conversion,0,aligned_nominal,0.19393994618584712,2,0.01238643098451055,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed0--misindexed_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed0,electrochemical-conversion,0,misindexed_nominal,0.19348896947910385,1,0.0,True
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed1--misindexed_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed1,electrochemical-conversion,1,misindexed_nominal,0.1424201810820556,5,0.263123955293349,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed2--aligned_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed2,electrochemical-conversion,2,aligned_nominal,0.16036764618028052,2,0.05904218443714455,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed2--misindexed_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed2,electrochemical-conversion,2,misindexed_nominal,0.2635028072792378,3,0.07632148308403515,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed1--opaque,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed1,electrochemical-conversion,1,opaque,0.31748415748619474,5,0.263123955293349,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed1--aligned_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed1,electrochemical-conversion,1,aligned_nominal,0.5224009848400298,3,0.07155415323560951,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed2--opaque,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed2,electrochemical-conversion,2,opaque,0.19981424852879093,8,1.0,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed3--aligned_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed3,electrochemical-conversion,3,aligned_nominal,0.2882312065880435,6,0.8432148231305973,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed3--opaque,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed3,electrochemical-conversion,3,opaque,0.24571875973849866,3,0.0923344983769312,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed3--misindexed_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed3,electrochemical-conversion,3,misindexed_nominal,0.21151744913587345,5,0.7961038911842633,False
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed4--aligned_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed4,electrochemical-conversion,4,aligned_nominal,0.2041200883099685,1,0.0,True
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed4--opaque,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed4,electrochemical-conversion,4,opaque,0.19512535774100356,1,0.0,True
A_S_MULTI_TASK_OAD--electrochemical-conversion--seed4--misindexed_nominal,A_S_MULTI_TASK_OAD--electrochemical-conversion--seed4,electrochemical-conversion,4,misindexed_nominal,0.34919869677736753,8,1.0,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed0--opaque,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed0,reaction-to-crystallization,0,opaque,0.23300363112054764,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed0--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed0,reaction-to-crystallization,0,aligned_nominal,0.1222409677454058,4,0.2510977319807738,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed1--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed1,reaction-to-crystallization,1,aligned_nominal,0.10912239373207555,5,0.27458553593740875,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed1--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed1,reaction-to-crystallization,1,misindexed_nominal,0.12342443824055208,5,0.27458553593740875,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed2--opaque,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed2,reaction-to-crystallization,2,opaque,0.3689081345172541,7,0.6662226800855853,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed2--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed2,reaction-to-crystallization,2,misindexed_nominal,0.06705023325633958,2,0.03165306284174657,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed3--opaque,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed3,reaction-to-crystallization,3,opaque,0.07450534971803427,7,0.8784176022771736,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed3--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed3,reaction-to-crystallization,3,aligned_nominal,0.28239324418036266,7,0.8784176022771736,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed3--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed3,reaction-to-crystallization,3,misindexed_nominal,0.19296363299544908,7,0.8784176022771736,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed0--opaque,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed0,reaction-safety-constrained,0,opaque,0.2029738433793187,2,0.2218264355663535,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed0--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed0,reaction-safety-constrained,0,aligned_nominal,0.3720667637065053,2,0.2218264355663535,False
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed4--opaque,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed4,reaction-to-crystallization,4,opaque,0.26326051824726165,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed0--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed0,reaction-safety-constrained,0,misindexed_nominal,0.33426449079066517,2,0.2218264355663535,False
